Symbol,A017670,A000660,A010950,A010130,A000270,A004370,A003490,A011170,A005930,A003550,A007310,A005490,A015760,A018880,A012330,A000720,A005380,A004020,A009540,A008770
Symbol Name,SK텔레콤,SK하이닉스,S-Oil,고려아연,기아차,농심,대한항공,롯데케미칼,삼성전자,LG,오뚜기,POSCO,한국전력,한온시스템,현대모비스,현대건설,현대차,현대제철,현대중공업,호텔신라
Kind,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY
2006.10.31,0.014888337,-0.08310992,0.015797788,0.216374269,-0.071661238,-0.051851852,-0.034577237,0,-0.079819277,-0.025454545,-0.040526849,0.067346939,-0.012211669,-0.013574661,-0.054470709,0.035363458,-0.054320988,0.015174507,0.057251139,0.003389831
2006.11.30,0.056234719,0.032163743,0.059097978,-0.046153846,-0.010526316,0.06640625,0.029855829,0.074576271,0.044189853,0.160447761,0.087645195,0.116634799,0.06456044,0.082568807,-0.061956522,0.062618596,-0.080939948,0.037369208,-0.025267257,0.033783784
2006.12.31,0.030092593,0.032577904,0.005873715,-0.005040323,-0.046099291,0.043956044,0.036430776,0.096214511,-0.039184953,-0.040192926,0.004854369,0.058219178,0.094193548,0.046610169,-0.004634994,0.017857143,-0.042613636,-0.027377522,-0.066668841,-0.009803922
2007.1.31,-0.101123596,-0.14266118,-0.046715328,-0.154002026,-0.144981413,-0.101754386,-0.052193566,0.094964029,-0.055464927,-0.040201005,-0.169082126,0.066343042,0,-0.149797571,-0.111757858,-0.154385965,-0.004451039,-0.025185185,0.075397519,-0.105610561
2007.2.28,-0.0175,-0.0032,0.041347626,0.099401198,0.056521739,0.01171875,-0.004460403,0.064388962,-0.020725389,0.085514834,0.002325581,0.071320182,-0.066037736,-0.023809524,0.022280472,0.066390041,0.028315946,0.009118541,0.188195629,0.051660517
2007.3.31,-0.025445293,0.040128411,-0.047058824,0.094771242,0.04526749,-0.054054054,0.098653066,0.00617284,-0.007054674,0.024115756,0.023201856,0.11898017,-0.051767677,-0.037073171,0.035897436,-0.013618677,-0.042028986,0.078313253,0.16770025,0.049122807
2007.4.30,0.026109661,-0.010802469,0.108024691,0.417910448,-0.125984252,0.018367347,0.20000513,-0.049079755,0.019538188,0.073783359,0.241496599,-0.003797468,0.010652463,-0.022289767,-0.070544554,0.104536489,-0.102874433,0.081005587,0.257978007,0.050167224
2007.5.31,0.027989822,-0.102964119,0.064066852,0.038596491,0.076576577,0.038076152,0.247162673,0.296774194,-0.067944251,0.301169591,0.150684932,0.133418043,0.076416337,0.029015544,0.121171771,0.276785714,0.107925801,0.434108527,0.340383541,0.073248408
2007.6.30,0.054455446,0.16,-0.069371728,0.060810811,0.205020921,0.015444015,-0.045449093,-0.08159204,0.057943925,0.073033708,-0.007936508,-0.005605381,0.003671971,0.127895267,0.042755344,-0.054545455,0.111111111,-0.081081081,0.088325786,0.133531157
2007.7.31,-0.037558685,0.127436282,0.135021097,0.302547771,-0.024305556,-0.043726236,0.417134958,0.370530878,0.084805654,0.103664921,0.28,0.204058625,0.07804878,0.008928571,0.138952164,0.195266272,0.112328767,0.31372549,0.042028953,0.240837696
2007.8.31,0.007317073,-0.102393617,-0.063197026,-0.080684597,-0.096085409,-0.045725646,-0.146503997,0.146245059,-0.037459283,0.022770398,0.0125,0.074906367,-0.052036199,-0.061946903,0.01,-0.061881188,-0.142857143,0.119402985,0.029209217,0.054852321
2007.9.30,0.016949153,-0.072592593,0.076719577,-0.079787234,-0.019685039,-0.060416667,-0.025189627,0.04137931,-0.027072758,0.168831169,0.018518519,0.172473868,0.023866348,-0.114150943,-0.038613861,0.153034301,0.061781609,0.029333333,0.143243066,0.088
2007.10.31,0.007142857,-0.201277955,0,0.040462428,-0.168674699,-0.11751663,0.264937873,-0.099337748,-0.043478261,0.293650794,-0.096969697,-0.041604755,-0.076923077,-0.055378062,-0.07415036,0.042334096,-0.039242219,0.150259067,0.182032998,0.165441176
2007.11.30,0.170212766,0.036,0.052825553,-0.252777778,-0.019323671,-0.105527638,-0.008944156,-0.113970588,0.027272727,-0.03803681,0.053691275,-0.089922481,-0.025252525,-0.049605411,-0.041156841,-0.149286498,-0.023943662,-0.123873874,-0.060001145,-0.206624606
2007.12.31,0.006060606,0.001930502,-0.078179697,-0.029739777,-0.004926108,0.092696629,-0.010300262,-0.124481328,-0.015929204,-0.108418367,-0.108280255,-0.02044293,0.027202073,0.029655991,0.011600928,0.138064516,0.033189033,0.015424165,-0.058509679,-0.105367793
2008.1.31,-0.144578313,0.001926782,-0.170886076,-0.168582375,0.024752475,-0.015424165,-0.122398135,-0.170616114,0.070143885,-0.231759657,-0.1,-0.114782609,-0.04665826,-0.078341014,-0.108944954,-0.212018141,0.025139665,-0.188607595,-0.294914596,0.177777778
2008.2.29,-0.096244131,-0.055769231,0.024427481,0.341013825,-0.058937198,0.002610966,0.072706169,0.067428571,-0.058823529,0.240223464,-0.003968254,0.041257367,-0.12037037,-0.0125,-0.061776062,0.241726619,-0.089918256,0.159126365,0.222753029,0.075471698
2008.3.31,-0.031168831,0.134419552,-0.059612519,-0.178694158,0.170431211,-0.059895833,-0.261413709,-0.135974304,0.1125,0.121621622,-0.027888446,-0.101886792,-0.096240602,0.015189873,0.058984911,-0.003476246,0.181137725,-0.067294751,-0.028831948,-0.047368421
2008.4.30,0.08847185,-0.037701975,0.072900158,0.012552301,0.171052632,0.022160665,0.011226039,0.104089219,0.141252006,0.117804552,0.258196721,0.030462185,0.12312812,0.170822943,0.190414508,0.072093023,0.072243346,0.138528139,-0.03373761,-0.044198895
2008.5.31,0.002463054,0.156716418,0.091580502,0.08677686,-0.086142322,-0.021680217,-0.02777099,-0.01010101,0.042194093,-0.035928144,0.003257329,0.139653415,-0.011851852,0.171458999,-0.001088139,-0.046637744,-0.007092199,0.048162231,0.047485802,-0.082851638
2008.6.30,-0.063882064,-0.193548387,-0.090663058,0.087452471,-0.094262295,0.238227147,-0.062855707,-0.154195011,-0.156545209,-0.156521739,-0.016233766,-0.026833631,-0.077961019,-0.054545455,-0.077342048,-0.209328783,-0.154761905,-0.047158404,-0.135999366,0.151260504
2008.7.31,0.015748031,-0.134,0.025297619,-0.020979021,0.140271493,0.013422819,-0.084351891,0.016085791,-0.0976,-0.036818851,0.095709571,-0.005514706,0.05203252,-0.019230769,0.047225502,-0.010071942,0.007042254,-0.118020305,-0.038582937,-0.102189781
2008.8.31,0.036175711,-0.103926097,-0.058055152,-0.092857143,0.03968254,-0.030905077,-0.138738362,-0.142480211,-0.085106383,-0.041284404,-0.012048193,-0.128465804,0.023183926,0,0.025930101,-0.180232558,0.002797203,-0.267625899,-0.231140294,-0.117886179
2008.9.30,0.024937656,-0.00257732,0.057010786,-0.254330709,0.118320611,0.006833713,-0.045087941,0.038461538,0.044573643,-0.028708134,-0.045731707,-0.062566278,-0.078549849,0.029411765,0.00989011,0.239361702,0.025104603,0.149312377,0.123176982,-0.276497696
2008.10.31,-0.00243309,-0.441860465,-0.058309038,-0.330517423,-0.269624573,-0.058823529,-0.031036939,-0.22962963,-0.00742115,-0.167487685,-0.178913738,-0.180995475,-0.150819672,-0.171428571,-0.184983678,-0.253218884,-0.2,-0.374358974,-0.381042216,-0.187898089
2008.11.30,0.06097561,-0.313888889,0.020123839,0.09148265,-0.345794393,0.084134615,0.075194287,-0.149038462,-0.091588785,-0.181459566,0.143968872,-0.060773481,0.075289575,-0.064367816,-0.17222964,-0.040229885,-0.294217687,-0.099726776,-0.075073884,0.168627451
2008.12.31,-0.03908046,-0.095816464,-0.06676783,0.056358382,-0.064285714,0.084257206,-0.015554796,0.168361582,-0.072016461,0.028915663,-0.020408163,0.117647059,0.062836625,-0.109336609,0.017741935,0.139720559,-0.048192771,0.141122914,0.295455195,-0.137583893
2009.1.31,-0.007177033,0.340298507,-0.047154472,0.23119015,0.201526718,-0.1799591,-0.068411261,0.141199226,0.082039911,-0.086651054,-0.076388889,-0.052631579,-0.045608108,-0.034482759,0.033280507,0.010507881,0.202531646,0.007978723,0.002505118,0.003891051
2009.2.28,-0.096385542,-0.037861915,-0.104095563,-0.002222222,-0.147395172,0.132169576,-0.132758208,-0.203389831,-0.022540984,0.046153846,-0.146616541,-0.125,-0.150442478,-0.002857143,0.142638037,-0.10745234,0.025263158,-0.08707124,-0.112498142,0.054263566
2009.3.31,0.024,0.429398148,0.072380952,0.258351893,0.27123696,-0.052863436,0.125387615,0.261702128,0.190775681,0.205882353,0.118942731,0.157142857,0.060416667,0.107449857,0.068456376,0.145631068,0.13963039,0.238439306,0.101405324,0.235294118
2009.4.30,-0.044270833,0.165991903,0.063943162,0.225663717,0.31887456,0.004651163,0.131714636,0.29005059,0.042253521,0.152439024,-0.039370079,0.089163237,0.100196464,0.135834411,0.233668342,0.025423729,0.234234234,0.26487748,0.176468932,-0.053571429
2009.5.31,-0.040871935,-0.104166667,-0.035058431,0.025270758,0.062222222,-0.018518519,-0.042210062,0.003921569,-0.057432432,0.139329806,0.12704918,0.057934509,0.0125,0.235763098,0.201629328,0.061157025,0.011678832,0.105166052,-0.065216455,-0.062893082
2009.6.30,-0.011363636,0.058139535,-0.015570934,-0.024647887,0.054393305,0.080188679,-0.04940602,-0.001302083,0.0609319,-0.057275542,-0.069090909,0.008333333,0.045855379,-0.111520737,-0.055084746,-0.168224299,0.069264069,-0.015025042,-0.113952762,0.073825503
2009.7.31,0.066091954,0.289377289,0.028119508,0.014440433,0.218253968,0.072052402,0.254229659,0.205997392,0.222972973,0.087027915,0.0625,0.185360094,0.123102867,0.036307054,0.161434978,0.185393258,0.188933873,0.216949153,0.128607999,0.0625
2009.8.31,-0.056603774,0.247159091,-0.017094017,-0.028469751,0.100977199,-0.034623218,-0.063836524,0.014054054,0.064917127,0.149546828,0.011029412,-0.080677291,-0.058558559,0.196196196,0.023166023,-0.048973144,0.203178207,0.104456825,-0.113952762,-0.117647059
2009.9.30,0.042857143,-0.097949886,0.083478261,0.285714286,0.100591716,0.073839662,0.148330214,-0.054371002,0.057068742,0.038107753,0.04,0.055254605,0.141945774,-0.008368201,0.249056604,0.063122924,0.051886792,-0.039092055,-0.055116063,0.153333333
2009.10.31,-0.005479452,-0.088383838,-0.073836276,0.065527066,-0.032258065,-0.05697446,-0.04479136,-0.066516347,-0.112883436,-0.134177215,0.020979021,0.034907598,-0.05027933,-0.016877637,-0.03021148,0.04375,-0.01793722,0.014435696,-0.077778797,0.023121387
2009.11.30,-0.066115702,0.022160665,-0.051993068,0.14171123,-0.047222222,-0.004166667,0.078509169,0.134057971,-0.004149378,-0.070175439,-0.068493151,0.107142857,-0.061764706,0.030042918,-0.07165109,-0.00748503,-0.095890411,0.003880983,-0.093377189,0.084745763
2009.12.31,0,0.254742547,-0.012797075,-0.044496487,0.16909621,0.041841004,0.110211006,0.091586794,0.109722222,0.141509434,0.117647059,0.107526882,0.068965517,0.120833333,0.147651007,0.069381599,0.222222222,0.114690722,0.15282776,0.072916667
2010.1.31,0.079646018,-0.017278618,-0.046296296,-0.169117647,-0.024937656,-0.086345382,0.029152717,0.097560976,-0.018773467,-0.133608815,-0.125,-0.132686084,0.124633431,-0.115241636,-0.134502924,-0.09167842,-0.066115702,-0.013872832,0.077812322,-0.036407767
2010.2.28,-0.057377049,-0.076923077,0.05631068,0.079646018,0.112531969,-0.037362637,0.028310228,0.062222222,-0.051020408,-0.030206677,-0.022556391,-0.01119403,-0.032594524,0.092436975,0.003378378,-0.069875776,0.017699115,0.041031653,0.104277288,0.007556675
2010.3.31,0.005797101,0.271428571,0.047794118,0.103825137,0.16091954,0.03652968,0.144581441,-0.050209205,0.099462366,0.163934426,0,-0.003773585,-0.014824798,0.046153846,0.01010101,0.03672788,0.004347826,-0.032657658,0.147696015,0.135
2010.4.30,-0.008645533,0.063670412,-0.00877193,-0.032178218,0.085148515,-0.059471366,0.055646899,0.27753304,0.037897311,0.070422535,0.069230769,-0.054924242,-0.073871409,0.102941176,0.24,-0.128824477,0.186147186,0.061699651,0.069621076,-0.011013216
2010.5.31,-0.049418605,-0.11443662,-0.084955752,0.010230179,0.142335766,0.067915691,0.02563173,-0.131034483,-0.08598351,-0.115789474,0.017985612,-0.054108216,-0.025110783,0.1,0.069892473,-0.038817006,0.02189781,-0.032894737,-0.151873999,-0.055679287
2010.6.30,-0.018348624,-0.003976143,0.040618956,0.103797468,0.044728435,0.004385965,0.13889798,0.162698413,-0.00257732,-0.017857143,-0.014134276,-0.011652542,-0.042424242,-0.006060606,0.040201005,0.090384615,0.032142857,0.024943311,0.093026947,0.169811321
2010.7.31,0.037383178,-0.101796407,0.050185874,0.080275229,-0.055045872,-0.019650655,-0.100003448,0.177474403,0.046511628,0.239393939,0.075268817,0.054662379,0.050632911,0.054878049,-0.012077295,0.114638448,0.031141869,0.133849558,0.142548647,0.028225806
2010.8.31,-0.03003003,-0.062222222,0.02300885,0.13163482,-0.003236246,-0.051224944,-0.012197147,0.084057971,-0.066666667,0.051344743,-0.08,-0.011178862,-0.121987952,0.043352601,0.061124694,0.012658228,-0.05033557,0.053658537,-0.016756249,0.103921569
2010.9.30,0.061919505,0.049763033,0.219723183,0.174484053,0.194805195,0.023474178,0.064466913,0.136363636,0.027777778,-0.040697674,0.18115942,0.060637205,0.008576329,0.182825485,0.184331797,0.1328125,0.081272085,0.083333333,0.240528392,0.159857904
2010.10.31,-0.005830904,0.045146727,-0.015602837,-0.094249201,0.220108696,-0.050458716,-0.0773127,0.167058824,-0.041184041,-0.024242424,-0.104294479,-0.104651163,0.006802721,-0.021077283,0.089494163,0.03862069,0.111111111,-0.068376068,0.119083313,-0.122511485
2010.11.30,0.002932551,0.01511879,0.155619597,-0.017636684,0.090200445,-0.012077295,-0.008385661,-0.018145161,0.108724832,0.014906832,-0.095890411,-0.016233766,-0.064189189,-0.100478469,-0.017857143,-0.160690571,0.014705882,0.009174312,0.013642344,0.010471204
2010.12.31,0.014619883,0.021276596,0.153366584,-0.007181329,0.033707865,-0.004889976,-0.019714308,0.104722793,0.148910412,0.068543452,-0.015151515,0.071507151,0.090252708,0.063829787,0.034545455,0.143987342,0.005797101,0.131818182,0.192464057,-0.041450777
2011.1.31,-0.051873199,0.235416667,0.205405405,0.074141049,0.081027668,0.004914005,0.04454165,0.342007435,0.033719705,-0.024054983,-0.007692308,-0.067761807,-0.059602649,-0.115,-0.091388401,0.201936376,0.031700288,0.116465863,0.094807021,0.021621622
2011.2.28,-0.009118541,-0.043844857,-0.035874439,0.124579125,0.049360146,0.014669927,-0.154064566,-0.138504155,-0.059123344,-0.089201878,-0.046511628,0.013215859,-0.028169014,-0.028248588,0.015473888,-0.14269275,-0.005586592,-0.068345324,-0.103091146,-0.051146384
2011.3.31,0.003067485,0.104056437,0.413953488,0.194610778,0.202090592,0.171084337,0.069918923,0.245980707,0.009750813,0.054123711,0.06504065,0.097826087,-0.025362319,0.218023256,0.247619048,0.063087248,0.140449438,0.081081081,0.190803242,-0.050185874
2011.4.30,-0.006116208,0.079872204,0.049342105,0.05764411,0.114492754,0.026748971,-0.004555287,-0.024516129,-0.041845494,0.204156479,0.011450382,-0.073267327,-0.048327138,0.045346062,0.096183206,0.13510101,0.214285714,-0.028571429,0.032818414,0.031311155
2011.5.31,-0.015384615,-0.109467456,-0.040752351,-0.033175355,-0.015604681,0.008016032,-0.035112461,0.047619048,0.010078387,-0.086294416,-0.01509434,-0.06517094,0.166015625,0.02739726,0.054317549,-0.065628476,0.024340771,-0.125,-0.056073843,0.10056926
2011.6.30,0.009375,-0.167774086,-0.10130719,0.003676471,-0.044914135,-0.031809145,0.102847087,-0.001262626,-0.084257206,-0.107777778,0.084291188,0.060571429,-0.050251256,0.142222222,0.05680317,0.025,-0.061386139,0.088235294,-0.121783106,-0.067241379
2011.7.31,-0.089783282,-0.031936128,0.083636364,0.068376068,0.070539419,0.039014374,-0.035863524,0.092288243,0.021791768,-0.01867995,0.137809187,0.001077586,-0.095238095,0.001945525,-0.05,0.003484321,-0.008438819,0.003861004,-0.08004577,0.134935305
2011.8.31,0.054421769,-0.212371134,-0.181208054,-0.04,-0.087855297,-0.055335968,-0.135423241,-0.173611111,-0.118483412,-0.204314721,-0.099378882,-0.129171152,-0.1208577,-0.085436893,-0.113157895,-0.178240741,-0.136170213,-0.165384615,-0.150734015,-0.006514658
2011.9.30,-0.035483871,0.117801047,-0.139344262,-0.305952381,0.018413598,-0.106694561,-0.239243997,-0.18487395,0.129032258,-0.036682616,-0.103448276,-0.082818294,-0.066518847,0.040339703,0.013353116,-0.13943662,0.039408867,-0.187096774,-0.189032488,0.163934426
2011.10.31,-0.010033445,0.070257611,0.119047619,0.12864494,0.005563282,0.023419204,0.131234939,0.058419244,0.152380952,0.094370861,0.007692308,0.04851752,0.19239905,-0.026530612,-0.054172767,0.176759411,0.075829384,0.162131519,0.076512644,0.066197183
2011.11.30,0.027027027,0.004376368,-0.09787234,0.024316109,-0.034578147,0.073226545,-0.082002752,0.003246753,0.037190083,-0.074130106,-0.007633588,-0.042416452,-0.001992032,-0.073375262,-0.060371517,-0.102920723,-0.061674009,-0.063414634,-0.11074397,-0.009247028
2011.12.31,-0.069078947,-0.043572985,-0.056603774,-0.097922849,-0.044412607,-0.008528785,-0.052282481,-0.035598706,0.053784861,0.003267974,0.192307692,0.020134228,0.01996008,-0.013574661,-0.037891269,0.091472868,0,-0.003125,-0.044609681,0.026666667
2012.1.31,0.007067138,0.223234624,0.22,0.261513158,0.011994003,0.017204301,0.17011549,0.229865772,0.0463138,0.146579805,0.032258065,0.090789474,0.091976517,-0.018348624,-0.051369863,0.017045455,0.037558685,0.133751306,0.212059298,0.148051948
2012.2.29,0.021052632,0.124767225,0.028688525,0.143415906,0.047407407,0.025369979,0.037313433,-0.034106412,0.089430894,-0.007102273,0,0.003618818,-0.100358423,0.088785047,0.028880866,0.182960894,-0.022624434,0.055299539,0.08988907,-0.038461538
2012.3.31,-0.041237113,-0.031456954,-0.107569721,-0.10718358,0.048090523,-0.06185567,-0.053019619,-0.049435028,0.05721393,-0.070100143,-0.025,-0.086538462,-0.107569721,-0.053648069,0.005263158,-0.046044864,0.078703704,-0.109170306,-0.053020846,0.135294118
2012.4.30,-0.032258065,-0.041025641,-0.125892857,-0.0651341,0.125506073,-0.004395604,-0.109996795,-0.191679049,0.090196078,-0.113846154,0.064102564,-0.011842105,-0.03125,0.0430839,0.073298429,-0.116336634,0.152360515,-0.033333333,-0.119751417,0.096373057
2012.5.31,-0.107407407,-0.176470588,-0.053115424,-0.030054645,-0.038369305,-0.070640177,0.015716343,-0.080882353,-0.128776978,-0.045138889,-0.024096386,-0.035952064,0.036866359,-0.130434783,-0.099186992,-0.068627451,-0.091247672,-0.140973631,-0.056534711,0.017013233
2012.6.30,0.037344398,0.032467532,-0.020496224,0.084507042,-0.068578554,-0.019002375,0.112837302,-0.054,-0.008257638,0,0.00617284,0.004143646,0.14,0.21,-0.009025271,-0.022556391,-0.047131148,-0.008264463,-0.035580733,0.033457249
2012.7.31,0.156,-0.090146751,0.059471366,-0.002597403,0.045515395,0.070217918,-0.03976389,0.00845666,0.089925062,0.063636364,0.015337423,0.002751032,-0.013645224,0.053719008,0.091074681,-0.083076923,0.019354839,0,-0.060196565,-0.128597122
2012.8.31,0.006920415,-0.023041475,0.070686071,0.065104167,-0.051216389,0.131221719,-0.016568117,-0.018867925,-0.058059587,0.07008547,0.220543807,0.012345679,-0.027667984,-0.054901961,0.026711185,0.063758389,0.014767932,-0.004761905,-0.043386888,0.108359133
2012.9.30,0.010309278,0.073113208,0.029126214,0.194376528,-0.0634278,0.062,0.001051713,0.134615385,0.091646391,-0.006389776,0.232673267,-0.009485095,0.134146341,-0.045643154,0.009756098,0.06466877,0.047817048,0.056220096,0.090714129,0.031657356
2012.10.31,0.044217687,0.092307692,-0.05754717,-0.082906858,-0.126801153,-0.028248588,0.029456657,-0.16007533,-0.026745914,0.07073955,-0.048192771,-0.060191518,0.014336918,-0.117391304,-0.104669887,-0.026666667,-0.109126984,-0.110985277,-0.0930703,-0.16967509
2012.11.30,-0.019543974,-0.018108652,-0.02002002,-0.025669643,0.021452145,-0.013565891,-0.081720679,-0.038116592,0.073282443,-0.024024024,-0.071729958,-0.058224163,-0.056537102,0.199507389,0.026978417,0.03500761,0.004454343,0.022929936,-0.078600374,0.05
2012.12.31,0.013289037,0.055327869,0.062308478,-0.072164948,-0.08723748,0.066797642,0.007779572,0.144522145,0.082503556,0.003076923,-0.006818182,0.078825348,0.140449438,-0.026694045,0.008756567,0.029411765,-0.031042129,0.093399751,0.146914585,-0.090062112
2013.1.31,0.098360656,-0.052427184,-0.058653846,-0.051851852,-0.084955752,0.027624309,0.003308365,0.028513238,-0.048620237,-0.016871166,0.086956522,0.021489971,0.064039409,0.029535865,-0.010416667,-0.02,-0.061784897,-0.055808656,-0.111569534,0.043230944
2013.2.28,0.065671642,0.086065574,0.020429009,-0.020833333,0.081237911,0.032258065,-0.027499533,-0.057425743,0.066298343,0.028081123,0.061052632,-0.008415147,0.007716049,0.020491803,0.098245614,-0.002915452,0.063414634,0.026537998,-0.002324522,0.039258451
2013.3.31,0.011204482,0.08490566,-0.067067067,-0.061170213,-0.005366726,0.083333333,-0.074659331,-0.168067227,-0.011010363,-0.009104704,0.28968254,-0.077793494,-0.071975498,0.116465863,-0.017571885,-0.021929825,0.027522936,-0.048178613,-0.016314696,0.154249738
2013.4.30,0.072022161,0.04,-0.050429185,-0.106232295,-0.014388489,0.075320513,-0.136914639,-0.179292929,-0.004584152,0.004594181,0.461538462,-0.036809816,0.044554455,0.070143885,-0.18699187,-0.136023916,-0.109375,-0.059259259,-0.047397692,0.058181818
2013.5.31,0.082687339,0.076923077,-0.010169492,0.036450079,0.082116788,-0.128166915,0.045312542,0.018461538,0.011842105,0.071646341,-0.172631579,0.025477707,-0.153238547,0.117647059,0.14,0.062283737,0.065162907,-0.053805774,-0.014924065,0.073883162
2013.6.30,0.002386635,-0.031055901,-0.164383562,-0.152905199,0.047217538,-0.092307692,-0.166649637,-0.135951662,-0.127438231,-0.096728307,-0.094147583,-0.072981366,-0.01119403,0.090225564,-0.042105263,-0.089576547,0.061176471,-0.109570042,-0.073232295,-0.024
2013.7.31,0.05,-0.128205128,0.031420765,0.034296029,0.025764895,-0.018832392,-0.082945071,0.188811189,-0.046199702,0.028346457,0.105337079,0.083752094,0.081132075,-0.08,0.003663004,0.059033989,0.031042129,0.065420561,0.144414316,0.090163934
2013.8.31,0.004535147,0.038602941,0.017218543,0.115183246,0.054945055,-0.082533589,0,0.008823529,0.06875,0.026033691,-0.171537484,-0.00309119,0.071553229,0.142428786,0.018248175,-0.030405405,0.070967742,0.073099415,0.083332023,0.012030075
2013.9.30,-0.013544018,0.07079646,0.014322917,0.017214397,-0.02827381,0.073221757,0.126880139,0.157434402,-0.000730994,-0.011940299,0.148773006,-0.009302326,-0.021172638,0.069553806,0.025089606,0.076655052,0.008032129,0.126702997,0.160444006,-0.041604755
2013.10.31,0.038901602,0.056198347,-0.005134788,-0.046153846,-0.055130168,0.001949318,-0.098000831,0.095717884,0.071689832,-0.052870091,-0.085447263,-0.009389671,-0.056572379,-0.025766871,0.047202797,-0.014563107,0.007968127,0.058041112,-0.039775333,0.062015504
2013.11.30,-0.004405286,0.107981221,-0.021935484,-0.070967742,-0.021069692,-0.035019455,-0.105754686,0.006896552,0.019795222,-0.003189793,0.00729927,0.034755134,0.128747795,-0.035264484,0.025041736,0.032840722,-0.003952569,-0.056,0.071008281,0.002919708
2013.12.31,0.017699115,0.039548023,-0.023746702,0.104166667,-0.071192053,0.012096774,0.024637788,0.059360731,-0.081659973,0.024,0.153623188,-0.003053435,0.0859375,0.011749347,-0.043973941,-0.034976153,-0.061507937,0.044794189,-0.053406856,-0.03202329
2014.1.31,-0.058695652,0.028532609,-0.072972973,0.094339623,-0.037433155,0.089641434,0.133039047,-0.088362069,-0.067055394,-0.1015625,-0.010050251,-0.08575804,0.015827338,0.014193548,0.056218058,-0.037891269,-0.00845666,-0.114716107,-0.126461152,0.172932331
2014.2.28,0,0.023778071,-0.04664723,-0.020114943,0.025925926,0.093235832,-0.022647366,-0.040189125,0.05390625,-0.026086957,0.016497462,-0.048576214,0.04815864,0.011450382,0.011290323,0,0.044776119,-0.109947644,-0.022271365,0.067948718
2014.3.31,-0.004618938,-0.070967742,-0.058103976,-0.030791789,0.070397112,-0.001672241,0.115763547,-0.073891626,-0.004447739,0.033928571,-0.066167291,0.042253521,-0.014864865,0.222641509,0.004784689,-0.04109589,0.024489796,0.011764706,-0.038721746,0.033613445
2014.4.30,-0.009280742,0.115277778,-0.019480519,0.030257186,-0.033726813,0.030150754,-0.136168235,-0.132978723,0,-0.006908463,0.094919786,0.038851351,0.083676269,-0.113168724,-0.063492063,-0.003571429,-0.083665339,-0.018895349,-0.082942048,0.009291521
2014.5.31,0.028103044,0.099626401,-0.087748344,0.091042584,0.02617801,0.009756098,0.001479489,-0.012269939,0.074460164,0.055652174,0.080586081,-0.060162602,-0.010126582,0.102088167,-0.023728814,-0.043010753,-0.023913043,0.019259259,-0.043924723,0.064441887
2014.6.30,0.077448747,0.099660249,0.032667877,0.068640646,-0.037414966,-0.080515298,0.001510878,0.145962733,-0.083853084,0.029654036,0.168361582,0.051903114,-0.046035806,-0.035789474,-0.013888889,0.078651685,0.022271715,0.081395349,-0.043247232,-0.011891892
2014.7.31,0.11627907,-0.063851699,-0.029876977,0.04534005,0.075971731,-0.085814361,0.077843709,-0.043360434,0.015885023,0.1104,0.030947776,0.110197368,0.138069705,0.113537118,0.088028169,0.100694444,0.069716776,0.064516129,-0.149717953,0.203501094
2014.8.31,0.034090909,-0.00110011,-0.151268116,0.013253012,0.004926108,-0.034482759,0.012503499,-0.073654391,-0.081161579,0.021613833,0.161350844,-0.01037037,-0.005889282,0.056862745,-0.048543689,0.007886435,-0.050916497,-0.044191919,-0.043184411,0.081818182
2014.9.30,0.062271062,0.029735683,-0.086446105,-0.072532699,-0.12254902,0.079365079,-0.012349092,-0.140672783,-0.040518639,0.083215797,-0.003231018,-0.016467066,0.142180095,-0.050092764,-0.12585034,-0.056338028,-0.182403433,-0.019815059,-0.045141119,0.004201681
2014.10.31,-0.079310345,0.014973262,-0.050233645,0.032051282,-0.029795158,-0.018382353,0.054181829,0.03202847,0.050675676,-0.171875,-0.081037277,-0.068493151,-0.036307054,-0.067382813,-0.027237354,-0.194859038,-0.107611549,-0.082210243,-0.278543236,-0.158995816
2014.11.30,0.050561798,0.012644889,0.035670357,0.062111801,0.069097889,-0.005617978,0.106718201,0.213793103,0.034565916,0.023584906,-0.068783069,-0.011437908,-0.009687836,-0.115183246,-0.012,-0.077239959,0.052941176,-0.06020558,0.24495367,-0.109452736
